729C011	T	Start Streaming
95AF034	S	C01,P02,SDP,ET 25.90 sec,T 4.10 sec,P 2.990250 bar
CCB0034	S	C01,P02,SDP,ET 25.95 sec,T 4.05 sec,P 2.990250 bar
97B1034	S	C01,P02,SDP,ET 26.00 sec,T 4.00 sec,P 2.990250 bar
41B2034	S	C01,P02,SDP,ET 26.05 sec,T 3.95 sec,P 2.990250 bar
C6B3034	S	C01,P02,SDP,ET 26.10 sec,T 3.90 sec,P 2.990250 bar
09B4034	S	C01,P02,SDP,ET 26.15 sec,T 3.85 sec,P 2.990250 bar
86B5034	S	C01,P02,SDP,ET 26.20 sec,T 3.80 sec,P 2.990250 bar
E0B6034	S	C01,P02,SDP,ET 26.25 sec,T 3.75 sec,P 2.990250 bar
67B7034	S	C01,P02,SDP,ET 26.30 sec,T 3.70 sec,P 2.990250 bar
B2B8034	S	C01,P02,SDP,ET 26.35 sec,T 3.65 sec,P 2.990250 bar
2DB9034	S	C01,P02,SDP,ET 26.40 sec,T 3.60 sec,P 2.990250 bar
B2BA034	S	C01,P02,SDP,ET 26.45 sec,T 3.55 sec,P 2.990250 bar
B0BB034	S	C01,P02,SDP,ET 26.50 sec,T 3.50 sec,P 2.990250 bar
F7BC034	S	C01,P02,SDP,ET 26.55 sec,T 3.45 sec,P 2.990250 bar
F0BD034	S	C01,P02,SDP,ET 26.60 sec,T 3.40 sec,P 2.990250 bar
21BE034	S	C01,P02,SDP,ET 26.65 sec,T 3.35 sec,P 2.990250 bar
23BF034	S	C01,P02,SDP,ET 26.70 sec,T 3.30 sec,P 2.990250 bar
E8C0034	S	C01,P02,SDP,ET 26.75 sec,T 3.25 sec,P 2.990250 bar
57C1034	S	C01,P02,SDP,ET 26.80 sec,T 3.20 sec,P 2.990250 bar
1AC2034	S	C01,P02,SDP,ET 26.85 sec,T 3.15 sec,P 2.990250 bar
9DC3034	S	C01,P02,SDP,ET 26.90 sec,T 3.10 sec,P 2.990250 bar
52C4034	S	C01,P02,SDP,ET 26.95 sec,T 3.05 sec,P 2.990250 bar
A1C5034	S	C01,P02,SDP,ET 27.00 sec,T 3.00 sec,P 2.990250 bar
E8C6034	S	C01,P02,SDP,ET 27.05 sec,T 2.95 sec,P 2.990250 bar
6FC7034	S	C01,P02,SDP,ET 27.10 sec,T 2.90 sec,P 2.990250 bar
BAC8034	S	C01,P02,SDP,ET 27.15 sec,T 2.85 sec,P 2.990250 bar
35C9034	S	C01,P02,SDP,ET 27.20 sec,T 2.80 sec,P 2.990250 bar
81CA034	S	C01,P02,SDP,ET 27.25 sec,T 2.75 sec,P 2.990250 bar
83CB034	S	C01,P02,SDP,ET 27.30 sec,T 2.70 sec,P 2.990250 bar
C4CC034	S	C01,P02,SDP,ET 27.35 sec,T 2.65 sec,P 2.990250 bar
D3CD034	S	C01,P02,SDP,ET 27.40 sec,T 2.60 sec,P 2.990250 bar
1BCE034	S	C01,P02,SDP,ET 27.45 sec,T 2.55 sec,P 2.990250 bar
19CF034	S	C01,P02,SDP,ET 27.50 sec,T 2.50 sec,P 2.990250 bar
63D0034	S	C01,P02,SDP,ET 27.55 sec,T 2.45 sec,P 2.990250 bar
ECD1034	S	C01,P02,SDP,ET 27.60 sec,T 2.40 sec,P 2.990250 bar
B8D2034	S	C01,P02,SDP,ET 27.65 sec,T 2.35 sec,P 2.990250 bar
3FD3034	S	C01,P02,SDP,ET 27.70 sec,T 2.30 sec,P 2.990250 bar
F0D4034	S	C01,P02,SDP,ET 27.75 sec,T 2.25 sec,P 2.990250 bar
4FD5034	S	C01,P02,SDP,ET 27.80 sec,T 2.20 sec,P 2.990250 bar
02D6034	S	C01,P02,SDP,ET 27.85 sec,T 2.15 sec,P 2.990250 bar
85D7034	S	C01,P02,SDP,ET 27.90 sec,T 2.10 sec,P 2.990250 bar
50D8034	S	C01,P02,SDP,ET 27.95 sec,T 2.05 sec,P 2.990250 bar
F2D9034	S	C01,P02,SDP,ET 28.00 sec,T 2.00 sec,P 2.990250 bar
1CDA034	S	C01,P02,SDP,ET 28.05 sec,T 1.95 sec,P 2.990250 bar
1EDB034	S	C01,P02,SDP,ET 28.10 sec,T 1.90 sec,P 2.990250 bar
59DC034	S	C01,P02,SDP,ET 28.15 sec,T 1.85 sec,P 2.990250 bar
5EDD034	S	C01,P02,SDP,ET 28.20 sec,T 1.80 sec,P 2.990250 bar
BDDE034	S	C01,P02,SDP,ET 28.25 sec,T 1.75 sec,P 2.990250 bar
BFDF034	S	C01,P02,SDP,ET 28.30 sec,T 1.70 sec,P 2.990250 bar
74E0034	S	C01,P02,SDP,ET 28.35 sec,T 1.65 sec,P 2.990250 bar
EBE1034	S	C01,P02,SDP,ET 28.40 sec,T 1.60 sec,P 2.990250 bar
A6E2034	S	C01,P02,SDP,ET 28.45 sec,T 1.55 sec,P 2.990250 bar
21E3034	S	C01,P02,SDP,ET 28.50 sec,T 1.50 sec,P 2.990250 bar
EEE4034	S	C01,P02,SDP,ET 28.55 sec,T 1.45 sec,P 2.990250 bar
61E5034	S	C01,P02,SDP,ET 28.60 sec,T 1.40 sec,P 2.990250 bar
35E6034	S	C01,P02,SDP,ET 28.65 sec,T 1.35 sec,P 2.990250 bar
B2E7034	S	C01,P02,SDP,ET 28.70 sec,T 1.30 sec,P 2.990250 bar
67E8034	S	C01,P02,SDP,ET 28.75 sec,T 1.25 sec,P 2.990250 bar
D8E9034	S	C01,P02,SDP,ET 28.80 sec,T 1.20 sec,P 2.990250 bar
47EA034	S	C01,P02,SDP,ET 28.85 sec,T 1.15 sec,P 2.990250 bar
45EB034	S	C01,P02,SDP,ET 28.90 sec,T 1.10 sec,P 2.990250 bar
02EC034	S	C01,P02,SDP,ET 28.95 sec,T 1.05 sec,P 2.990250 bar
79ED034	S	C01,P02,SDP,ET 29.00 sec,T 1.00 sec,P 2.990250 bar
B5EE034	S	C01,P02,SDP,ET 29.05 sec,T 0.95 sec,P 2.990250 bar
B7EF034	S	C01,P02,SDP,ET 29.10 sec,T 0.90 sec,P 2.990250 bar
EEF0034	S	C01,P02,SDP,ET 29.15 sec,T 0.85 sec,P 2.990250 bar
61F1034	S	C01,P02,SDP,ET 29.20 sec,T 0.80 sec,P 2.990250 bar
07F2034	S	C01,P02,SDP,ET 29.25 sec,T 0.75 sec,P 2.990250 bar
80F3034	S	C01,P02,SDP,ET 29.30 sec,T 0.70 sec,P 2.990250 bar
4FF4034	S	C01,P02,SDP,ET 29.35 sec,T 0.65 sec,P 2.990250 bar
D0F5034	S	C01,P02,SDP,ET 29.40 sec,T 0.60 sec,P 2.990250 bar
9DF6034	S	C01,P02,SDP,ET 29.45 sec,T 0.55 sec,P 2.990250 bar
1AF7034	S	C01,P02,SDP,ET 29.50 sec,T 0.50 sec,P 2.990250 bar
CFF8034	S	C01,P02,SDP,ET 29.55 sec,T 0.45 sec,P 2.990250 bar
40F9034	S	C01,P02,SDP,ET 29.60 sec,T 0.40 sec,P 2.990250 bar
C6FA034	S	C01,P02,SDP,ET 29.65 sec,T 0.35 sec,P 2.990250 bar
C4FB034	S	C01,P02,SDP,ET 29.70 sec,T 0.30 sec,P 2.990250 bar
83FC034	S	C01,P02,SDP,ET 29.75 sec,T 0.25 sec,P 2.990250 bar
B4FD034	S	C01,P02,SDP,ET 29.80 sec,T 0.20 sec,P 2.990250 bar
7CFE034	S	C01,P02,SDP,ET 29.85 sec,T 0.15 sec,P 2.990250 bar
7EFF034	S	C01,P02,SDP,ET 29.90 sec,T 0.10 sec,P 2.990250 bar
E000034	S	C01,P02,SDP,ET 29.95 sec,T 0.05 sec,P 2.990250 bar
D301036	S	C01,P02,DPD,ET 30.00 sec,T 10.00 sec,DL 0.321062 dPa
F402035	S	C01,P02,DPD,ET 30.05 sec,T 9.95 sec,DL 0.565069 dPa
4F03035	S	C01,P02,DPD,ET 30.10 sec,T 9.90 sec,DL 0.918237 dPa
5304035	S	C01,P02,DPD,ET 30.15 sec,T 9.85 sec,DL 1.181508 dPa
E205035	S	C01,P02,DPD,ET 30.20 sec,T 9.80 sec,DL 1.483307 dPa
C106035	S	C01,P02,DPD,ET 30.25 sec,T 9.75 sec,DL 1.708050 dPa
7B07035	S	C01,P02,DPD,ET 30.30 sec,T 9.70 sec,DL 2.112588 dPa
C308035	S	C01,P02,DPD,ET 30.35 sec,T 9.65 sec,DL 2.343753 dPa
4609035	S	C01,P02,DPD,ET 30.40 sec,T 9.60 sec,DL 2.613445 dPa
EE0A035	S	C01,P02,DPD,ET 30.45 sec,T 9.55 sec,DL 3.024405 dPa
680B035	S	C01,P02,DPD,ET 30.50 sec,T 9.50 sec,DL 3.345467 dPa
FF0C035	S	C01,P02,DPD,ET 30.55 sec,T 9.45 sec,DL 3.486734 dPa
770D035	S	C01,P02,DPD,ET 30.60 sec,T 9.40 sec,DL 3.904115 dPa
8D0E035	S	C01,P02,DPD,ET 30.65 sec,T 9.35 sec,DL 3.968327 dPa
1C0F035	S	C01,P02,DPD,ET 30.70 sec,T 9.30 sec,DL 4.340760 dPa
7310035	S	C01,P02,DPD,ET 30.75 sec,T 9.25 sec,DL 4.719613 dPa
4211035	S	C01,P02,DPD,ET 30.80 sec,T 9.20 sec,DL 4.770983 dPa
AC12035	S	C01,P02,DPD,ET 30.85 sec,T 9.15 sec,DL 5.079203 dPa
DB13035	S	C01,P02,DPD,ET 30.90 sec,T 9.10 sec,DL 5.503005 dPa
1E14035	S	C01,P02,DPD,ET 30.95 sec,T 9.05 sec,DL 5.869016 dPa
D315035	S	C01,P02,DPD,ET 31.00 sec,T 9.00 sec,DL 6.170814 dPa
A016035	S	C01,P02,DPD,ET 31.05 sec,T 8.95 sec,DL 6.324923 dPa
8617035	S	C01,P02,DPD,ET 31.10 sec,T 8.90 sec,DL 6.671671 dPa
5418035	S	C01,P02,DPD,ET 31.15 sec,T 8.85 sec,DL 7.031260 dPa
5A19035	S	C01,P02,DPD,ET 31.20 sec,T 8.80 sec,DL 7.435799 dPa
451A035	S	C01,P02,DPD,ET 31.25 sec,T 8.75 sec,DL 7.622015 dPa
2D1B035	S	C01,P02,DPD,ET 31.30 sec,T 8.70 sec,DL 7.943077 dPa
DE1C035	S	C01,P02,DPD,ET 31.35 sec,T 8.65 sec,DL 8.264139 dPa
0F1D035	S	C01,P02,DPD,ET 31.40 sec,T 8.60 sec,DL 8.565937 dPa
6E1E035	S	C01,P02,DPD,ET 31.45 sec,T 8.55 sec,DL 8.887000 dPa
681F035	S	C01,P02,DPD,ET 31.50 sec,T 8.50 sec,DL 9.137428 dPa
2320035	S	C01,P02,DPD,ET 31.55 sec,T 8.45 sec,DL 9.471333 dPa
8621035	S	C01,P02,DPD,ET 31.60 sec,T 8.40 sec,DL 9.606179 dPa
1122035	S	C01,P02,DPD,ET 31.65 sec,T 8.35 sec,DL 10.03640 dPa
6123035	S	C01,P02,DPD,ET 31.70 sec,T 8.30 sec,DL 10.38315 dPa
5924035	S	C01,P02,DPD,ET 31.75 sec,T 8.25 sec,DL 10.80053 dPa
8A25035	S	C01,P02,DPD,ET 31.80 sec,T 8.20 sec,DL 11.04453 dPa
CA26035	S	C01,P02,DPD,ET 31.85 sec,T 8.15 sec,DL 11.32065 dPa
3227035	S	C01,P02,DPD,ET 31.90 sec,T 8.10 sec,DL 11.60960 dPa
A628035	S	C01,P02,DPD,ET 31.95 sec,T 8.05 sec,DL 12.12330 dPa
9529035	S	C01,P02,DPD,ET 32.00 sec,T 8.00 sec,DL 12.30952 dPa
322A035	S	C01,P02,DPD,ET 32.05 sec,T 7.95 sec,DL 12.55995 dPa
6F2B035	S	C01,P02,DPD,ET 32.10 sec,T 7.90 sec,DL 13.00943 dPa
C22C035	S	C01,P02,DPD,ET 32.15 sec,T 7.85 sec,DL 13.24060 dPa
842D035	S	C01,P02,DPD,ET 32.20 sec,T 7.80 sec,DL 13.57450 dPa
422E035	S	C01,P02,DPD,ET 32.25 sec,T 7.75 sec,DL 13.90199 dPa
C12F035	S	C01,P02,DPD,ET 32.30 sec,T 7.70 sec,DL 14.31295 dPa
0C30035	S	C01,P02,DPD,ET 32.35 sec,T 7.65 sec,DL 14.44779 dPa
9C31035	S	C01,P02,DPD,ET 32.40 sec,T 7.60 sec,DL 15.07707 dPa
8832035	S	C01,P02,DPD,ET 32.45 sec,T 7.55 sec,DL 15.09634 dPa
9133035	S	C01,P02,DPD,ET 32.50 sec,T 7.50 sec,DL 15.11560 dPa
F434035	S	C01,P02,DPD,ET 32.55 sec,T 7.45 sec,DL 15.57793 dPa
1B35035	S	C01,P02,DPD,ET 32.60 sec,T 7.40 sec,DL 15.93110 dPa
C436035	S	C01,P02,DPD,ET 32.65 sec,T 7.35 sec,DL 16.13016 dPa
2837035	S	C01,P02,DPD,ET 32.70 sec,T 7.30 sec,DL 16.43838 dPa
1F38035	S	C01,P02,DPD,ET 32.75 sec,T 7.25 sec,DL 16.84934 dPa
C839035	S	C01,P02,DPD,ET 32.80 sec,T 7.20 sec,DL 17.55567 dPa
883A035	S	C01,P02,DPD,ET 32.85 sec,T 7.15 sec,DL 17.80610 dPa
873B035	S	C01,P02,DPD,ET 32.90 sec,T 7.10 sec,DL 17.95379 dPa
DC3C035	S	C01,P02,DPD,ET 32.95 sec,T 7.05 sec,DL 18.40970 dPa
6A3D035	S	C01,P02,DPD,ET 33.00 sec,T 7.00 sec,DL 18.79497 dPa
913E035	S	C01,P02,DPD,ET 33.05 sec,T 6.95 sec,DL 19.32794 dPa
363F035	S	C01,P02,DPD,ET 33.10 sec,T 6.90 sec,DL 19.59121 dPa
BC40035	S	C01,P02,DPD,ET 33.15 sec,T 6.85 sec,DL 19.93795 dPa
CD41035	S	C01,P02,DPD,ET 33.20 sec,T 6.80 sec,DL 20.28470 dPa
3942035	S	C01,P02,DPD,ET 33.25 sec,T 6.75 sec,DL 20.64429 dPa
5843035	S	C01,P02,DPD,ET 33.30 sec,T 6.70 sec,DL 21.07451 dPa
0B44035	S	C01,P02,DPD,ET 33.35 sec,T 6.65 sec,DL 21.38273 dPa
8945035	S	C01,P02,DPD,ET 33.40 sec,T 6.60 sec,DL 21.60106 dPa
7346035	S	C01,P02,DPD,ET 33.45 sec,T 6.55 sec,DL 22.12760 dPa
EB47035	S	C01,P02,DPD,ET 33.50 sec,T 6.50 sec,DL 22.37803 dPa
FB48035	S	C01,P02,DPD,ET 33.55 sec,T 6.45 sec,DL 22.58351 dPa
F949035	S	C01,P02,DPD,ET 33.60 sec,T 6.40 sec,DL 22.70551 dPa
8D4A035	S	C01,P02,DPD,ET 33.65 sec,T 6.35 sec,DL 23.19352 dPa
274B035	S	C01,P02,DPD,ET 33.70 sec,T 6.30 sec,DL 23.46322 dPa
AB4C035	S	C01,P02,DPD,ET 33.75 sec,T 6.25 sec,DL 23.70080 dPa
034D035	S	C01,P02,DPD,ET 33.80 sec,T 6.20 sec,DL 24.15671 dPa
654E035	S	C01,P02,DPD,ET 33.85 sec,T 6.15 sec,DL 24.78599 dPa
104F035	S	C01,P02,DPD,ET 33.90 sec,T 6.10 sec,DL 25.31254 dPa
E850035	S	C01,P02,DPD,ET 33.95 sec,T 6.05 sec,DL 25.69781 dPa
9851035	S	C01,P02,DPD,ET 34.00 sec,T 6.00 sec,DL 26.21151 dPa
DC52035	S	C01,P02,DPD,ET 34.05 sec,T 5.95 sec,DL 26.59036 dPa
6153035	S	C01,P02,DPD,ET 34.10 sec,T 5.90 sec,DL 26.93069 dPa
3454035	S	C01,P02,DPD,ET 34.15 sec,T 5.85 sec,DL 27.38660 dPa
7A55035	S	C01,P02,DPD,ET 34.20 sec,T 5.80 sec,DL 27.72050 dPa
1056035	S	C01,P02,DPD,ET 34.25 sec,T 5.75 sec,DL 28.03514 dPa
DF57035	S	C01,P02,DPD,ET 34.30 sec,T 5.70 sec,DL 28.36262 dPa
F358035	S	C01,P02,DPD,ET 34.35 sec,T 5.65 sec,DL 28.53600 dPa
E959035	S	C01,P02,DPD,ET 34.40 sec,T 5.60 sec,DL 28.79927 dPa
905A035	S	C01,P02,DPD,ET 34.45 sec,T 5.55 sec,DL 28.92769 dPa
075B035	S	C01,P02,DPD,ET 34.50 sec,T 5.50 sec,DL 29.35150 dPa
1C5C035	S	C01,P02,DPD,ET 34.55 sec,T 5.45 sec,DL 29.33865 dPa
6A5D035	S	C01,P02,DPD,ET 34.60 sec,T 5.40 sec,DL 29.54413 dPa
305E035	S	C01,P02,DPD,ET 34.65 sec,T 5.35 sec,DL 30.02573 dPa
F05F035	S	C01,P02,DPD,ET 34.70 sec,T 5.30 sec,DL 30.21836 dPa
E560035	S	C01,P02,DPD,ET 34.75 sec,T 5.25 sec,DL 30.66143 dPa
0761035	S	C01,P02,DPD,ET 34.80 sec,T 5.20 sec,DL 30.91186 dPa
B662035	S	C01,P02,DPD,ET 34.85 sec,T 5.15 sec,DL 31.21366 dPa
9F63035	S	C01,P02,DPD,ET 34.90 sec,T 5.10 sec,DL 31.69525 dPa
8564035	S	C01,P02,DPD,ET 34.95 sec,T 5.05 sec,DL 32.02915 dPa
BC65035	S	C01,P02,DPD,ET 35.00 sec,T 5.00 sec,DL 32.31811 dPa
8166035	S	C01,P02,DPD,ET 35.05 sec,T 4.95 sec,DL 32.67128 dPa
6467035	S	C01,P02,DPD,ET 35.10 sec,T 4.90 sec,DL 33.00518 dPa
E168035	S	C01,P02,DPD,ET 35.15 sec,T 4.85 sec,DL 33.15929 dPa
8569035	S	C01,P02,DPD,ET 35.20 sec,T 4.80 sec,DL 33.44825 dPa
C26A035	S	C01,P02,DPD,ET 35.25 sec,T 4.75 sec,DL 33.91700 dPa
E26B035	S	C01,P02,DPD,ET 35.30 sec,T 4.70 sec,DL 34.35364 dPa
F26C035	S	C01,P02,DPD,ET 35.35 sec,T 4.65 sec,DL 34.86092 dPa
ED6D035	S	C01,P02,DPD,ET 35.40 sec,T 4.60 sec,DL 35.17556 dPa
D56E035	S	C01,P02,DPD,ET 35.45 sec,T 4.55 sec,DL 35.50947 dPa
DD6F035	S	C01,P02,DPD,ET 35.50 sec,T 4.50 sec,DL 36.25433 dPa
A270035	S	C01,P02,DPD,ET 35.55 sec,T 4.45 sec,DL 36.53687 dPa
8D71035	S	C01,P02,DPD,ET 35.60 sec,T 4.40 sec,DL 37.03130 dPa
4072035	S	C01,P02,DPD,ET 35.65 sec,T 4.35 sec,DL 37.17899 dPa
5673035	S	C01,P02,DPD,ET 35.70 sec,T 4.30 sec,DL 37.37163 dPa
9574035	S	C01,P02,DPD,ET 35.75 sec,T 4.25 sec,DL 37.77617 dPa
E375035	S	C01,P02,DPD,ET 35.80 sec,T 4.20 sec,DL 37.97523 dPa
B276035	S	C01,P02,DPD,ET 35.85 sec,T 4.15 sec,DL 38.36692 dPa
2377035	S	C01,P02,DPD,ET 35.90 sec,T 4.10 sec,DL 38.57882 dPa
7A78035	S	C01,P02,DPD,ET 35.95 sec,T 4.05 sec,DL 38.78430 dPa
D679035	S	C01,P02,DPD,ET 36.00 sec,T 4.00 sec,DL 39.18884 dPa
6F7A035	S	C01,P02,DPD,ET 36.05 sec,T 3.95 sec,DL 39.56769 dPa
027B035	S	C01,P02,DPD,ET 36.10 sec,T 3.90 sec,DL 39.79886 dPa
E97C035	S	C01,P02,DPD,ET 36.15 sec,T 3.85 sec,DL 40.36393 dPa
DE7D035	S	C01,P02,DPD,ET 36.20 sec,T 3.80 sec,DL 40.80057 dPa
B77E035	S	C01,P02,DPD,ET 36.25 sec,T 3.75 sec,DL 40.92900 dPa
4F7F035	S	C01,P02,DPD,ET 36.30 sec,T 3.70 sec,DL 41.23722 dPa
1A80035	S	C01,P02,DPD,ET 36.35 sec,T 3.65 sec,DL 41.87292 dPa
2281035	S	C01,P02,DPD,ET 36.40 sec,T 3.60 sec,DL 42.17472 dPa
FA82035	S	C01,P02,DPD,ET 36.45 sec,T 3.55 sec,DL 42.37378 dPa
F783035	S	C01,P02,DPD,ET 36.50 sec,T 3.50 sec,DL 42.53431 dPa
9A84035	S	C01,P02,DPD,ET 36.55 sec,T 3.45 sec,DL 42.88106 dPa
0285035	S	C01,P02,DPD,ET 36.60 sec,T 3.40 sec,DL 43.42044 dPa
6286035	S	C01,P02,DPD,ET 36.65 sec,T 3.35 sec,DL 43.84424 dPa
B387035	S	C01,P02,DPD,ET 36.70 sec,T 3.30 sec,DL 44.05614 dPa
2888035	S	C01,P02,DPD,ET 36.75 sec,T 3.25 sec,DL 44.42857 dPa
FF89035	S	C01,P02,DPD,ET 36.80 sec,T 3.20 sec,DL 44.74964 dPa
BE8A035	S	C01,P02,DPD,ET 36.85 sec,T 3.15 sec,DL 45.24407 dPa
118B035	S	C01,P02,DPD,ET 36.90 sec,T 3.10 sec,DL 45.61650 dPa
C88C035	S	C01,P02,DPD,ET 36.95 sec,T 3.05 sec,DL 45.87335 dPa
2C8D035	S	C01,P02,DPD,ET 37.00 sec,T 3.00 sec,DL 46.39347 dPa
1F8E035	S	C01,P02,DPD,ET 37.05 sec,T 2.95 sec,DL 46.74022 dPa
028F035	S	C01,P02,DPD,ET 37.10 sec,T 2.90 sec,DL 46.98423 dPa
CC90035	S	C01,P02,DPD,ET 37.15 sec,T 2.85 sec,DL 47.23466 dPa
7F91035	S	C01,P02,DPD,ET 37.20 sec,T 2.80 sec,DL 47.91531 dPa
E492035	S	C01,P02,DPD,ET 37.25 sec,T 2.75 sec,DL 48.07584 dPa
0193035	S	C01,P02,DPD,ET 37.30 sec,T 2.70 sec,DL 48.26206 dPa
7594035	S	C01,P02,DPD,ET 37.35 sec,T 2.65 sec,DL 48.30059 dPa
F895035	S	C01,P02,DPD,ET 37.40 sec,T 2.60 sec,DL 48.49964 dPa
6E96035	S	C01,P02,DPD,ET 37.45 sec,T 2.55 sec,DL 49.16745 dPa
F497035	S	C01,P02,DPD,ET 37.50 sec,T 2.50 sec,DL 49.50778 dPa
FA98035	S	C01,P02,DPD,ET 37.55 sec,T 2.45 sec,DL 49.70684 dPa
EA99035	S	C01,P02,DPD,ET 37.60 sec,T 2.40 sec,DL 50.06000 dPa
3C9A035	S	C01,P02,DPD,ET 37.65 sec,T 2.35 sec,DL 50.51591 dPa
319B035	S	C01,P02,DPD,ET 37.70 sec,T 2.30 sec,DL 50.81129 dPa
9B9C035	S	C01,P02,DPD,ET 37.75 sec,T 2.25 sec,DL 51.15804 dPa
C59D035	S	C01,P02,DPD,ET 37.80 sec,T 2.20 sec,DL 51.39562 dPa
6E9E035	S	C01,P02,DPD,ET 37.85 sec,T 2.15 sec,DL 51.93501 dPa
CA9F035	S	C01,P02,DPD,ET 37.90 sec,T 2.10 sec,DL 52.07627 dPa
E6A0035	S	C01,P02,DPD,ET 37.95 sec,T 2.05 sec,DL 52.31386 dPa
40A1035	S	C01,P02,DPD,ET 38.00 sec,T 2.00 sec,DL 52.67987 dPa
3DA2035	S	C01,P02,DPD,ET 38.05 sec,T 1.95 sec,DL 53.14862 dPa
88A3035	S	C01,P02,DPD,ET 38.10 sec,T 1.90 sec,DL 53.40547 dPa
DAA4035	S	C01,P02,DPD,ET 38.15 sec,T 1.85 sec,DL 53.62379 dPa
6FA5035	S	C01,P02,DPD,ET 38.20 sec,T 1.80 sec,DL 54.08612 dPa
60A6035	S	C01,P02,DPD,ET 38.25 sec,T 1.75 sec,DL 54.46498 dPa
CDA7035	S	C01,P02,DPD,ET 38.30 sec,T 1.70 sec,DL 54.89520 dPa
62A8035	S	C01,P02,DPD,ET 38.35 sec,T 1.65 sec,DL 55.08142 dPa
DCA9035	S	C01,P02,DPD,ET 38.40 sec,T 1.60 sec,DL 55.42816 dPa
A6AA035	S	C01,P02,DPD,ET 38.45 sec,T 1.55 sec,DL 55.66575 dPa
C9AB035	S	C01,P02,DPD,ET 38.50 sec,T 1.50 sec,DL 55.96113 dPa
0CAC035	S	C01,P02,DPD,ET 38.55 sec,T 1.45 sec,DL 56.25008 dPa
E9AD035	S	C01,P02,DPD,ET 38.60 sec,T 1.40 sec,DL 56.64178 dPa
DFAE035	S	C01,P02,DPD,ET 38.65 sec,T 1.35 sec,DL 56.95642 dPa
C4AF035	S	C01,P02,DPD,ET 38.70 sec,T 1.30 sec,DL 57.11053 dPa
ABB0035	S	C01,P02,DPD,ET 38.75 sec,T 1.25 sec,DL 57.38664 dPa
7CB1035	S	C01,P02,DPD,ET 38.80 sec,T 1.20 sec,DL 57.73981 dPa
A8B2035	S	C01,P02,DPD,ET 38.85 sec,T 1.15 sec,DL 58.15077 dPa
6CB3035	S	C01,P02,DPD,ET 38.90 sec,T 1.10 sec,DL 58.52320 dPa
CAB4035	S	C01,P02,DPD,ET 38.95 sec,T 1.05 sec,DL 58.82500 dPa
D3B5035	S	C01,P02,DPD,ET 39.00 sec,T 1.00 sec,DL 58.95343 dPa
81B6035	S	C01,P02,DPD,ET 39.05 sec,T 0.95 sec,DL 59.20385 dPa
39B7035	S	C01,P02,DPD,ET 39.10 sec,T 0.90 sec,DL 59.55702 dPa
DCB8035	S	C01,P02,DPD,ET 39.15 sec,T 0.85 sec,DL 60.08998 dPa
5BB9035	S	C01,P02,DPD,ET 39.20 sec,T 0.80 sec,DL 60.37894 dPa
7EBA035	S	C01,P02,DPD,ET 39.25 sec,T 0.75 sec,DL 60.59084 dPa
14BB035	S	C01,P02,DPD,ET 39.30 sec,T 0.70 sec,DL 61.20728 dPa
B7BC035	S	C01,P02,DPD,ET 39.35 sec,T 0.65 sec,DL 61.40634 dPa
B3BD035	S	C01,P02,DPD,ET 39.40 sec,T 0.60 sec,DL 61.63750 dPa
24BE035	S	C01,P02,DPD,ET 39.45 sec,T 0.55 sec,DL 62.04204 dPa
F3BF035	S	C01,P02,DPD,ET 39.50 sec,T 0.50 sec,DL 62.42090 dPa
CFC0035	S	C01,P02,DPD,ET 39.55 sec,T 0.45 sec,DL 62.86396 dPa
1BC1035	S	C01,P02,DPD,ET 39.60 sec,T 0.40 sec,DL 63.18502 dPa
81C2035	S	C01,P02,DPD,ET 39.65 sec,T 0.35 sec,DL 63.63451 dPa
3CC3035	S	C01,P02,DPD,ET 39.70 sec,T 0.30 sec,DL 63.92989 dPa
2CC4035	S	C01,P02,DPD,ET 39.75 sec,T 0.25 sec,DL 64.26380 dPa
E8C5035	S	C01,P02,DPD,ET 39.80 sec,T 0.20 sec,DL 64.64907 dPa
8CC6035	S	C01,P02,DPD,ET 39.85 sec,T 0.15 sec,DL 65.14350 dPa
68C7035	S	C01,P02,DPD,ET 39.90 sec,T 0.10 sec,DL 65.39393 dPa
4EC8035	S	C01,P02,DPD,ET 39.95 sec,T 0.05 sec,DL 65.68931 dPa
6BC9034	S	C01,P02,EXH,ET 40.00 sec,T 5.50 sec,P -0.00004 bar
7BCA034	S	C01,P02,EXH,ET 40.05 sec,T 5.45 sec,P -0.00004 bar
23CB034	S	C01,P02,EXH,ET 40.10 sec,T 5.40 sec,P 1.415347 bar
AECC034	S	C01,P02,EXH,ET 40.15 sec,T 5.35 sec,P 1.208876 bar
8FCD034	S	C01,P02,EXH,ET 40.20 sec,T 5.30 sec,P 0.985376 bar
22CE034	S	C01,P02,EXH,ET 40.25 sec,T 5.25 sec,P 0.794803 bar
10CF034	S	C01,P02,EXH,ET 40.30 sec,T 5.20 sec,P 0.634419 bar
27D0034	S	C01,P02,EXH,ET 40.35 sec,T 5.15 sec,P 0.499853 bar
72D1034	S	C01,P02,EXH,ET 40.40 sec,T 5.10 sec,P 0.386887 bar
E0D2034	S	C01,P02,EXH,ET 40.45 sec,T 5.05 sec,P 0.294219 bar
12D3034	S	C01,P02,EXH,ET 40.50 sec,T 5.00 sec,P 0.217593 bar
D2D4034	S	C01,P02,EXH,ET 40.55 sec,T 4.95 sec,P 0.158205 bar
